From CSV ,15:41.6,869.7900,0.2400,0.8700,0.5500
From CSV ,15:41.7,868.7500,0.2400,0.8700,0.5500
From CSV ,15:41.9,867.7100,0.2400,0.8700,0.5500
From CSV ,06/03/2017 20:15,866.6700,0.2400,0.8700,0.5500
From CSV ,15:42.1,865.6300,0.2400,0.8700,0.5500
From CSV ,15:42.3,864.5800,0.2400,0.8600,0.5500
From CSV ,15:42.4,863.5400,0.2400,0.8600,0.5500
From CSV ,15:42.5,862.5000,0.2400,0.8600,0.5500
From CSV ,15:42.6,861.4600,0.2400,0.8600,0.5500
From CSV ,15:42.7,860.4200,0.2400,0.8600,0.5500
From CSV ,15:42.9,859.3800,0.2400,0.8600,0.5500
From CSV ,06/03/2017 20:15,858.3300,0.2400,0.8600,0.5500
From CSV ,15:43.1,857.2900,0.2400,0.8600,0.5500
From CSV ,15:43.2,856.2500,0.2400,0.8600,0.5500
From CSV ,15:43.4,855.2100,0.2400,0.8600,0.5500
From CSV ,15:43.5,854.1700,0.2400,0.8500,0.5500
From CSV ,15:43.6,853.1300,0.2400,0.8500,0.5500
From CSV ,15:43.7,852.0800,0.2400,0.8500,0.5500
From CSV ,15:43.9,851.0400,0.2400,0.8500,0.5500
From CSV ,06/03/2017 20:15,850.0000,0.2400,0.8500,0.5500
From CSV ,15:44.1,848.9600,0.2300,0.8500,0.5500
From CSV ,15:44.2,847.9200,0.2300,0.8500,0.5500
From CSV ,15:44.4,846.8800,0.2300,0.8500,0.5500
From CSV ,15:44.5,845.8300,0.2300,0.8500,0.5500
From CSV ,15:44.6,844.7900,0.2300,0.8400,0.5500
From CSV ,15:44.7,843.7500,0.2300,0.8400,0.5500
From CSV ,15:44.9,842.7100,0.2300,0.8400,0.5500
From CSV ,06/03/2017 20:15,841.6700,0.2300,0.8400,0.5500
From CSV ,15:45.1,840.6300,0.2300,0.8400,0.5500
From CSV ,15:45.2,839.5800,0.2300,0.8400,0.5500
From CSV ,15:45.4,838.5400,0.2300,0.8400,0.5500
From CSV ,15:45.5,837.5000,0.2300,0.8400,0.5500
From CSV ,15:45.6,836.4600,0.2300,0.8400,0.5500
From CSV ,15:45.7,835.4200,0.2300,0.8400,0.5500
From CSV ,15:45.9,834.3800,0.2300,0.8300,0.5500
From CSV ,06/03/2017 20:15,833.3300,0.2300,0.8300,0.5500
From CSV ,15:46.1,832.2900,0.2300,0.8300,0.5500
From CSV ,15:46.2,831.2500,0.2300,0.8300,0.5500
From CSV ,15:46.4,830.2100,0.2300,0.8300,0.5500
From CSV ,15:46.5,829.1700,0.2300,0.8300,0.5500
From CSV ,15:46.6,828.1300,0.2300,0.8300,0.5500
From CSV ,15:46.7,827.0800,0.2300,0.8300,0.5500
From CSV ,15:46.9,826.0400,0.2300,0.8300,0.5500
From CSV ,06/03/2017 20:15,825.0000,0.2300,0.8300,0.5500
From CSV ,15:47.1,823.9600,0.2300,0.8200,0.5500
From CSV ,15:47.2,822.9200,0.2300,0.8200,0.5500
From CSV ,15:47.4,821.8800,0.2300,0.8200,0.5500
From CSV ,15:47.5,820.8300,0.2300,0.8200,0.5500
From CSV ,15:47.6,819.7900,0.2300,0.8200,0.5500
From CSV ,15:47.7,818.7500,0.2300,0.8200,0.5500
From CSV ,15:47.9,817.7100,0.2300,0.8200,0.5500
From CSV ,06/03/2017 20:15,816.6700,0.2300,0.8200,0.5500
From CSV ,15:48.1,815.6300,0.2300,0.8200,0.5500
From CSV ,15:48.2,814.5800,0.2300,0.8100,0.5500
From CSV ,15:48.4,813.5400,0.2300,0.8100,0.5500
From CSV ,15:48.5,812.5000,0.2300,0.8100,0.5500
From CSV ,15:48.6,811.4600,0.2300,0.8100,0.5500
From CSV ,15:48.7,810.4200,0.2300,0.8100,0.5500
From CSV ,15:48.9,809.3800,0.2300,0.8100,0.5500
From CSV ,06/03/2017 20:15,808.3300,0.2300,0.8100,0.5500
From CSV ,15:49.1,807.2900,0.2300,0.8100,0.5500
From CSV ,15:49.2,806.2500,0.2300,0.8100,0.5500
From CSV ,15:49.4,805.2100,0.2300,0.8100,0.5500
From CSV ,15:49.5,804.1700,0.2300,0.8000,0.5500
From CSV ,15:49.6,803.1300,0.2300,0.8000,0.5500
From CSV ,15:49.7,802.0800,0.2300,0.8000,0.5500
From CSV ,15:49.9,801.0400,0.2300,0.8000,0.5500
From CSV ,06/03/2017 20:15,800.0000,0.2300,0.8000,0.5500
From CSV ,15:50.1,798.9600,0.2300,0.8000,0.5500
From CSV ,15:50.3,797.9200,0.2300,0.8000,0.5500
From CSV ,15:50.4,796.8800,0.2300,0.8000,0.5500
From CSV ,15:50.5,795.8300,0.2300,0.8000,0.5500
From CSV ,15:50.6,794.7900,0.2300,0.7900,0.5500
From CSV ,15:50.7,793.7500,0.2300,0.7900,0.5500
From CSV ,15:50.9,792.7100,0.2300,0.7900,0.5500
From CSV ,06/03/2017 20:15,791.6700,0.2300,0.7900,0.5500
From CSV ,15:51.1,790.6300,0.2300,0.7900,0.5500
From CSV ,15:51.2,789.5800,0.2300,0.7900,0.5500
From CSV ,15:51.4,788.5400,0.2300,0.7900,0.5500
From CSV ,15:51.5,787.5000,0.2300,0.7900,0.5500
From CSV ,15:51.6,786.4600,0.2300,0.7900,0.5500
From CSV ,15:51.8,785.4200,0.2300,0.7900,0.5500
From CSV ,15:51.9,784.3800,0.2300,0.7800,0.5500
From CSV ,06/03/2017 20:15,783.3300,0.2300,0.7800,0.5500
From CSV ,15:52.1,782.2900,0.2300,0.7800,0.5500
From CSV ,15:52.2,781.2500,0.2300,0.7800,0.5500
From CSV ,15:52.4,780.2100,0.2300,0.7800,0.5500
From CSV ,15:52.5,779.1700,0.2300,0.7800,0.5500
From CSV ,15:52.6,778.1300,0.2300,0.7800,0.5500
From CSV ,15:52.7,777.0800,0.2300,0.7800,0.5500
From CSV ,15:52.9,776.0400,0.2300,0.7800,0.5500
From CSV ,06/03/2017 20:15,775.0000,0.2300,0.7800,0.5500
From CSV ,15:53.1,773.9600,0.2300,0.7700,0.5500
From CSV ,15:53.2,772.9200,0.2300,0.7700,0.5500
From CSV ,15:53.4,771.8800,0.2300,0.7700,0.5500
From CSV ,15:53.5,770.8300,0.2300,0.7700,0.5500
From CSV ,15:53.6,769.7900,0.2300,0.7700,0.5500
From CSV ,15:53.7,768.7500,0.2300,0.7700,0.5500
From CSV ,15:53.9,767.7100,0.2300,0.7700,0.5500
From CSV ,06/03/2017 20:15,766.6700,0.2300,0.7700,0.5500
From CSV ,15:54.1,765.6300,0.2300,0.7700,0.5500
From CSV ,15:54.2,764.5800,0.2300,0.7600,0.5500
From CSV ,15:54.4,763.5400,0.2300,0.7600,0.5500
From CSV ,15:54.5,762.5000,0.2300,0.7600,0.5500
From CSV ,15:54.6,761.4600,0.2300,0.7600,0.5500
From CSV ,15:54.7,760.4200,0.2300,0.7600,0.5500
From CSV ,15:54.9,759.3800,0.2300,0.7600,0.5500
From CSV ,06/03/2017 20:15,758.3300,0.2300,0.7600,0.5500
From CSV ,15:55.1,757.2900,0.2300,0.7600,0.5500
From CSV ,15:55.2,756.2500,0.2300,0.7600,0.5500
From CSV ,15:55.4,755.2100,0.2300,0.7600,0.5500
From CSV ,15:55.5,754.1700,0.2300,0.7500,0.5500
From CSV ,15:55.6,753.1300,0.2300,0.7500,0.5500
From CSV ,15:55.7,752.0800,0.2300,0.7500,0.5500
From CSV ,15:55.9,751.0400,0.2300,0.7500,0.5500
From CSV ,06/03/2017 20:15,750.0000,0.2300,0.7500,0.5500
From CSV ,15:56.1,748.9600,0.2200,0.7500,0.5500
From CSV ,15:56.2,747.9200,0.2200,0.7500,0.5500
From CSV ,15:56.4,746.8800,0.2200,0.7500,0.5500
From CSV ,15:56.5,745.8300,0.2200,0.7500,0.5500
From CSV ,15:56.6,744.7900,0.2200,0.7400,0.5500
From CSV ,15:56.7,743.7500,0.2200,0.7400,0.5500
From CSV ,15:56.9,742.7100,0.2200,0.7400,0.5500
From CSV ,06/03/2017 20:15,741.6700,0.2200,0.7400,0.5500
From CSV ,15:57.1,740.6300,0.2200,0.7400,0.5500
From CSV ,15:57.2,739.5800,0.2200,0.7400,0.5500
From CSV ,15:57.4,738.5400,0.2200,0.7400,0.5500
From CSV ,15:57.5,737.5000,0.2200,0.7400,0.5500
From CSV ,15:57.6,736.4600,0.2200,0.7400,0.5500
From CSV ,15:57.7,735.4200,0.2200,0.7400,0.5500
From CSV ,15:57.9,734.3800,0.2200,0.7300,0.5500
From CSV ,06/03/2017 20:15,733.3300,0.2200,0.7300,0.5500
From CSV ,15:58.1,732.2900,0.2200,0.7300,0.5500
From CSV ,15:58.2,731.2500,0.2200,0.7300,0.5500
From CSV ,15:58.4,730.2100,0.2200,0.7300,0.5500
From CSV ,15:58.5,729.1700,0.2200,0.7300,0.5500
From CSV ,15:58.6,728.1300,0.2200,0.7300,0.5500
From CSV ,15:58.7,727.0800,0.2200,0.7300,0.5500
From CSV ,15:58.9,726.0400,0.2200,0.7300,0.5500
From CSV ,06/03/2017 20:15,725.0000,0.2200,0.7300,0.5500
From CSV ,15:59.1,723.9600,0.2200,0.7200,0.5500
From CSV ,15:59.2,722.9200,0.2200,0.7200,0.5500
From CSV ,15:59.4,721.8800,0.2200,0.7200,0.5500
From CSV ,15:59.5,720.8300,0.2200,0.7200,0.5500
From CSV ,15:59.6,719.7900,0.2200,0.7200,0.5500
From CSV ,15:59.8,718.7500,0.2200,0.7200,0.5500
From CSV ,15:59.9,717.7100,0.2200,0.7200,0.5500
From CSV ,06/03/2017 20:16,716.6700,0.2200,0.7200,0.5500
From CSV ,16:00.1,715.6300,0.2200,0.7200,0.5500
From CSV ,16:00.2,714.5800,0.2200,0.7100,0.5500
From CSV ,16:00.4,713.5400,0.2200,0.7100,0.5500
From CSV ,16:00.5,712.5000,0.2200,0.7100,0.5500
From CSV ,16:00.6,711.4600,0.2200,0.7100,0.5500
From CSV ,16:00.7,710.4200,0.2200,0.7100,0.5500
From CSV ,16:00.9,709.3800,0.2200,0.7100,0.5500
From CSV ,06/03/2017 20:16,708.3300,0.2200,0.7100,0.5500
